,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,emotion,id
0,1.49,1.44,0.14,0.0,0.0,0.0,0.0,0.0,0.34,0.7,0.0,0.0,0.1,0.0,2.38,1.21,3.11,4,04-24-pn4065
0,0.41,0.59,0.85,0.0,0.0,1.13,0.0,0.25,0.0,0.0,0.0,0.88,0.0,0.22,0.69,1.47,0.0,6,06-21-pn5100
0,0.97,0.72,0.0,0.43,0.0,0.42,0.19,0.04,0.0,0.0,0.2,0.0,0.0,0.0,2.15,1.28,0.76,5,05-22-pn6376
0,1.43,0.98,3.67,0.0,0.49,2.74,2.35,3.14,0.0,1.12,1.53,0.75,0.27,0.0,2.07,1.16,1.19,7,07-17-pn2168
0,0.17,0.15,1.43,0.24,0.0,0.64,0.42,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.32,0.94,0.27,8,08-09-pn9495
0,0.0,0.14,0.25,0.0,0.27,0.28,0.37,0.66,1.73,1.18,0.0,0.0,1.53,0.0,2.48,1.67,0.0,4,04-10-pn3426
0,0.0,0.0,0.8,0.0,0.76,2.2,2.03,0.92,0.0,0.38,0.0,0.0,0.86,0.0,0.44,0.43,1.31,2,02-03-pn2125
0,1.7,1.85,0.0,2.61,0.0,0.09,0.0,0.11,0.47,0.0,1.1,0.0,0.0,0.0,2.14,2.68,0.08,6,06-23-pn7427
0,0.24,0.0,0.0,0.09,2.22,2.64,0.0,2.78,3.35,1.92,0.0,0.0,0.0,0.1,3.64,1.08,0.5,3,03-01-pn5240
0,0.0,0.26,0.0,0.43,0.0,0.0,0.27,0.0,0.08,0.15,0.82,0.48,0.0,0.0,0.0,0.0,0.23,2,02-11-pn1938
0,1.49,0.69,0.3,0.02,0.9,2.51,1.03,1.96,1.28,0.0,0.71,0.33,0.36,0.0,1.97,0.99,2.07,6,06-22-pn7346
0,0.0,0.08,0.13,0.0,1.11,1.2,1.7,1.54,1.89,2.26,0.79,0.0,0.91,0.0,2.8,0.6,2.83,8,08-15-pn5161
0,2.38,2.82,0.0,1.35,0.0,0.34,0.0,0.0,0.0,0.0,0.04,0.0,1.13,0.09,1.11,1.56,0.11,1,01-04-pn6822
0,0.64,1.83,0.0,1.82,0.23,1.26,0.0,0.0,1.76,0.3,0.71,0.0,0.98,0.07,1.11,0.39,0.0,3,03-20-pn6646
0,0.0,0.0,0.0,0.0,0.32,1.96,1.21,0.83,0.66,0.0,0.44,0.08,0.0,0.02,1.17,0.66,1.42,2,02-22-pn922
0,0.06,0.0,0.58,0.0,1.74,1.07,0.36,2.35,2.69,1.42,0.92,0.0,1.44,0.0,4.49,1.19,0.15,3,03-06-pn8408
0,0.46,0.31,1.21,1.02,0.75,1.02,2.47,0.89,0.66,1.27,0.54,0.0,1.79,0.0,3.4,0.36,0.0,5,05-03-pn1797
0,0.47,1.12,0.3,0.0,0.0,1.17,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.09,0.64,0.0,8,08-21-pn6014
0,0.86,1.36,0.0,0.24,0.79,1.31,0.18,1.37,2.43,1.78,0.0,0.0,1.24,0.23,1.78,0.0,0.95,3,03-08-pn6637
0,0.28,0.01,1.97,1.64,0.0,0.0,0.0,0.37,0.0,0.0,1.56,0.0,1.28,0.0,4.82,2.94,0.0,6,06-06-pn2777
0,1.56,1.23,0.49,0.94,0.0,1.29,0.0,0.64,0.47,0.11,0.27,0.33,0.0,0.0,2.55,1.92,0.0,8,08-21-pn4269
0,0.27,0.0,0.16,0.0,0.0,0.15,0.0,0.61,0.26,0.0,0.0,0.0,0.0,0.0,1.3,0.64,0.98,5,05-17-pn5132
0,0.0,0.0,0.85,0.0,1.78,2.63,2.54,1.85,1.02,1.32,0.54,0.0,0.5,0.0,2.16,1.07,1.47,8,08-19-pn4721
0,1.72,0.34,2.3,0.0,0.47,1.92,0.75,1.58,0.92,1.75,1.39,1.01,1.28,0.0,2.89,1.72,2.52,7,07-18-pn1541
0,0.06,0.0,0.0,0.0,0.68,1.16,0.46,1.62,0.67,0.83,0.09,0.06,0.44,0.0,2.82,0.75,0.46,5,05-14-pn6205
1,1.85,1.84,4.17,1.79,0.0,0.21,0.0,0.0,0.77,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.19,5,05-14-pn6205
0,2.07,2.65,0.0,0.0,0.0,1.6,0.1,0.0,0.15,0.0,0.42,0.0,1.24,0.0,2.68,0.83,0.81,2,02-04-pn9332
0,0.66,0.0,0.4,0.0,0.0,1.51,0.06,1.76,0.37,0.0,0.22,0.0,0.52,0.0,2.91,2.93,0.0,5,05-12-pn8228
0,0.53,0.37,0.87,0.73,0.0,0.7,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,1.21,1.77,1.06,6,06-17-pn2347
0,1.76,1.69,1.44,0.0,1.33,1.85,1.7,1.48,0.91,0.96,1.86,1.51,0.06,0.0,1.12,0.73,3.0,7,07-18-pn8015
0,0.0,0.0,0.3,0.0,0.0,1.03,0.34,0.0,0.89,0.35,0.0,0.0,0.34,0.0,0.28,0.01,0.0,2,02-02-pn9506
0,0.0,0.0,1.5,0.0,0.65,1.63,1.71,1.75,0.0,0.94,1.44,1.7,0.0,0.14,0.05,0.14,0.34,7,07-07-pn6463
0,0.0,0.36,0.0,0.74,0.0,0.0,0.11,0.0,0.0,0.0,0.41,0.0,0.0,0.28,0.0,0.0,0.11,8,08-20-pn5650
0,0.0,0.22,0.19,0.0,0.0,0.19,0.36,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.54,1.13,0.87,1,01-03-pn1934
0,0.79,1.89,0.0,1.27,0.35,0.81,1.48,2.72,1.24,0.37,1.41,0.43,0.0,0.0,2.46,0.52,0.0,6,06-13-pn4873
0,0.12,0.0,0.09,0.91,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.35,0.39,0.0,8,08-14-pn5821
0,0.0,0.6,0.0,1.64,0.0,0.0,0.24,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.52,1.54,0.0,6,06-10-pn388
0,0.48,0.0,1.48,0.77,0.98,2.37,1.96,1.84,0.0,0.0,1.9,1.15,0.88,0.0,0.31,0.41,0.93,7,07-05-pn3982
0,1.73,1.82,1.13,0.22,0.0,2.09,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,1.77,3.02,2,02-09-pn4173
0,0.0,0.34,0.0,0.0,0.26,2.23,0.23,0.0,0.84,0.85,0.09,0.3,0.75,0.0,0.0,0.0,0.77,2,02-16-pn6859
0,0.0,0.13,0.0,0.22,3.04,3.3,1.16,2.98,3.17,2.09,0.59,0.0,0.74,0.05,3.1,2.09,0.8,3,03-19-pn9752
0,0.0,0.0,0.08,0.21,0.0,0.32,0.54,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.47,0.93,0.47,8,08-22-pn1462
0,0.57,0.92,0.76,0.09,0.0,0.0,0.19,0.0,0.14,0.56,0.71,0.57,0.07,0.0,0.78,0.49,4.31,5,05-18-pn181
0,0.48,0.0,1.65,0.0,0.21,1.91,2.29,1.9,0.0,0.0,1.08,0.0,0.0,0.0,2.42,1.14,1.92,7,07-07-pn4277
0,0.18,0.0,1.12,0.0,0.58,2.94,0.82,0.6,0.0,0.0,0.19,0.04,0.0,0.0,0.55,0.76,0.65,7,07-21-pn7925
0,1.46,1.58,0.0,1.29,0.0,0.0,0.0,0.0,0.06,0.0,0.17,0.0,0.14,0.0,0.07,0.0,0.08,7,07-24-pn1689
0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.43,0.0,1.49,0.8,0.0,5,05-10-pn4742
0,1.26,2.38,0.0,0.13,1.42,1.27,0.7,1.39,3.2,1.5,0.02,0.0,0.32,0.0,2.9,1.5,1.7,3,03-18-pn5324
0,1.01,1.06,0.52,0.36,0.97,2.23,0.58,0.84,1.22,0.49,0.0,0.0,0.07,0.0,2.14,1.15,0.02,3,03-09-pn6736
0,1.11,0.6,0.19,0.22,2.08,3.53,1.93,1.98,1.47,1.68,0.32,0.0,2.47,0.0,3.3,1.86,1.11,3,03-03-pn4521
0,0.73,0.0,0.71,0.0,0.43,1.37,1.28,1.3,0.74,1.4,1.23,0.0,0.53,0.0,2.32,1.08,0.03,7,07-15-pn1044
0,0.21,0.35,0.2,0.0,0.0,0.89,0.86,1.27,0.0,0.12,1.72,0.85,0.37,0.03,1.05,1.87,0.58,7,07-23-pn7129
0,0.57,0.1,0.55,0.41,0.0,0.38,0.23,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.09,0.39,0.17,6,06-22-pn7328
0,0.62,1.75,0.0,0.0,0.0,0.0,0.18,0.0,0.07,0.49,1.04,0.13,0.72,0.0,0.42,0.44,0.97,1,01-18-pn1970
0,0.0,0.24,0.1,0.31,0.0,0.0,0.38,0.24,0.0,0.0,1.7,0.15,0.0,0.0,0.71,0.98,0.32,4,04-11-pn8943
0,1.06,0.1,0.54,0.0,1.04,1.98,0.3,1.54,1.52,0.74,0.21,0.0,0.0,0.0,2.42,0.86,0.0,8,08-21-pn702
0,0.66,0.2,0.91,0.0,0.0,0.06,0.07,0.2,0.0,0.0,0.43,0.0,0.0,0.0,1.57,1.96,0.21,6,06-07-pn8708
0,0.41,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.25,0.0,0.0,0.0,0.01,0.0,1.13,0.0,2,02-14-pn5643
0,0.0,0.0,1.1,0.0,1.75,2.65,2.18,2.57,1.61,2.1,1.06,0.04,0.89,0.0,3.14,1.5,1.08,6,06-19-pn999
0,0.76,0.11,0.0,0.0,0.79,3.47,0.26,0.41,1.74,0.0,0.0,0.0,0.43,0.0,2.16,2.09,1.06,3,03-12-pn5585
0,0.0,0.0,0.61,0.0,0.45,1.38,0.53,1.31,0.78,1.59,0.0,0.0,1.93,0.0,3.25,1.0,0.0,5,05-01-pn8755
0,0.49,0.14,0.37,0.06,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,1.95,1.49,0.11,1,01-14-pn3281
0,0.38,0.0,1.75,0.0,0.71,2.02,0.71,1.25,0.88,0.08,0.02,0.0,0.26,0.0,2.03,1.65,0.98,8,08-17-pn8580
0,2.3,3.26,0.0,0.16,0.43,2.17,0.0,0.39,0.88,0.1,0.0,0.0,0.0,0.0,1.87,1.24,1.03,3,03-09-pn141
0,0.0,0.0,0.88,0.0,0.7,2.11,1.56,0.27,0.0,0.17,0.67,0.0,0.32,0.0,1.12,1.59,0.34,8,08-19-pn8728
0,0.32,0.0,0.27,0.26,0.0,0.27,0.0,0.0,0.0,0.0,0.38,0.43,0.59,0.38,0.0,0.0,0.0,4,04-14-pn2212
0,1.69,3.06,0.0,2.03,0.39,0.24,0.0,1.32,2.02,1.27,0.0,0.0,0.44,0.0,2.13,2.29,0.0,3,03-10-pn6709
0,0.83,0.99,0.0,0.46,0.0,0.38,0.15,0.0,0.0,0.0,0.6,0.39,1.18,0.57,0.07,0.1,0.0,5,05-04-pn8487
0,0.22,0.0,1.46,1.03,0.0,0.0,0.0,0.15,0.0,0.0,0.51,0.0,0.31,0.0,2.83,1.25,0.02,8,08-06-pn9354
0,1.58,2.74,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.59,0.0,0.0,0.0,1.17,2,02-10-pn6485
0,0.0,0.0,0.0,0.0,0.77,1.42,0.45,0.79,1.81,2.01,0.6,0.39,1.01,0.17,1.69,0.96,1.14,3,03-15-pn1124
0,0.0,0.55,0.0,0.95,1.06,1.53,1.56,2.22,1.91,0.15,0.58,0.16,0.0,0.0,2.69,1.22,0.0,3,03-13-pn8889
0,0.73,1.24,0.05,1.5,0.0,0.26,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,3.25,2.1,0.0,5,05-24-pn7455
0,0.06,0.48,0.42,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.33,0.1,0.0,0.0,0.74,1.12,0.0,6,06-21-pn730
0,0.0,0.02,0.19,0.0,0.0,0.0,0.3,0.0,0.0,1.11,0.01,0.0,0.55,0.0,1.87,1.57,0.45,6,06-15-pn1073
0,0.0,0.0,0.02,0.44,0.13,1.25,0.95,0.06,0.0,0.0,0.63,0.0,0.0,0.0,2.11,1.38,0.0,5,05-19-pn5946
0,0.0,0.54,0.0,0.26,0.0,0.94,0.2,0.02,0.32,0.0,0.0,0.0,0.0,0.0,2.38,1.27,0.08,2,02-02-pn8366
0,1.61,2.53,0.0,0.06,0.4,1.18,0.0,0.44,2.12,0.64,0.0,0.0,0.0,0.22,1.96,1.06,0.76,3,03-17-pn3837
0,0.0,0.0,0.73,0.29,1.59,2.94,0.79,1.35,1.94,1.25,0.49,0.62,0.78,0.0,0.46,0.97,0.0,8,08-16-pn4433
0,0.0,0.0,0.0,0.23,0.03,0.42,1.19,0.95,0.43,0.0,0.65,0.0,0.0,0.0,1.4,1.23,0.51,4,04-13-pn1783
0,1.74,0.58,0.77,0.06,0.0,0.83,0.0,1.04,1.01,0.0,0.55,0.0,0.45,0.0,2.07,1.35,0.93,4,04-17-pn9388
0,1.71,0.0,1.7,0.52,0.0,2.43,0.0,0.96,0.63,0.0,0.0,0.0,0.08,0.0,3.24,3.24,0.0,4,04-12-pn8151
0,0.97,0.18,1.74,0.07,1.16,2.65,1.03,1.92,0.64,1.06,0.3,0.0,0.1,0.01,3.47,2.12,0.46,4,04-07-pn8337
0,2.08,3.07,0.0,2.03,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.37,0.32,0.0,8,08-02-pn9759
0,1.34,0.0,2.64,0.13,2.03,4.51,1.98,1.72,0.87,1.37,0.5,0.0,2.63,0.0,3.63,2.42,0.95,4,04-03-pn3606
0,1.84,3.17,0.0,0.62,0.0,0.69,0.0,0.0,0.37,1.17,0.17,0.2,0.53,0.0,1.14,0.97,1.28,2,02-15-pn8194
0,2.15,2.98,0.0,1.5,0.16,0.32,0.0,0.32,1.66,0.48,0.6,0.0,2.88,0.0,3.07,1.1,0.39,6,06-08-pn6561
0,0.65,1.72,0.0,0.0,0.0,0.0,0.23,0.0,0.11,0.19,1.07,0.27,0.24,0.17,0.43,0.11,0.92,1,01-18-pn1971
0,0.78,0.52,0.74,0.11,0.0,0.6,0.23,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1,01-09-pn3052
0,0.43,0.0,0.46,0.0,0.0,0.89,0.23,0.68,0.0,0.0,0.32,0.0,0.14,0.0,1.4,1.6,0.8,4,04-22-pn8021
0,0.21,0.0,0.69,0.0,0.0,0.67,0.43,0.49,0.0,0.54,0.49,0.0,0.0,0.14,1.49,1.13,3.07,4,04-07-pn9148
0,0.47,0.38,0.0,0.0,0.0,0.63,0.43,0.49,0.53,1.55,2.08,0.73,1.97,0.0,1.13,0.28,0.31,4,04-15-pn4957
0,0.0,0.13,0.0,0.45,0.0,0.0,0.19,0.0,0.0,0.0,0.7,0.04,0.0,0.0,0.0,0.35,0.22,4,04-11-pn6752
0,0.84,1.2,0.0,1.0,0.0,0.43,0.05,0.33,1.1,1.04,0.0,0.0,0.68,0.66,0.4,0.0,0.8,2,02-08-pn9446
0,0.0,0.87,0.0,0.0,0.01,1.15,1.3,1.19,0.46,0.0,0.2,0.0,0.0,0.0,1.92,1.13,0.13,2,02-13-pn4166
0,0.0,0.39,0.0,0.4,0.0,0.95,0.0,0.0,0.0,0.0,0.34,0.0,0.76,0.0,0.0,0.05,0.43,2,02-10-pn1406
0,1.34,1.2,1.68,0.55,0.0,0.85,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,2.25,0.25,6,06-09-pn608
0,1.37,0.01,0.45,0.58,0.03,0.0,0.0,0.73,0.0,0.79,0.75,0.0,0.0,0.0,1.42,2.06,0.0,6,06-09-pn279
0,0.67,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,3.22,1,01-17-pn4214
0,0.0,0.0,1.25,0.0,0.25,1.02,1.68,0.67,0.0,0.29,0.0,0.0,0.77,0.0,1.48,1.54,0.76,8,08-03-pn8497
0,0.0,0.01,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,1.56,4,04-17-pn4354
0,0.0,0.0,1.1,0.0,2.02,1.93,2.06,1.98,0.85,1.78,0.42,0.6,0.11,0.0,1.98,1.55,2.07,7,07-19-pn7354
0,1.08,0.67,0.73,0.59,0.0,0.0,0.0,0.0,0.0,0.0,3.05,2.96,0.34,0.0,0.0,0.01,0.0,4,04-11-pn7242
0,0.0,0.0,0.99,0.03,0.0,0.91,0.53,0.0,0.0,0.44,0.03,0.0,0.0,0.04,0.75,0.92,0.0,5,05-07-pn1349
0,0.0,0.0,0.0,0.0,1.47,1.4,0.41,1.13,1.67,1.47,0.0,0.0,1.58,0.0,1.44,0.31,0.24,5,05-16-pn8842
0,0.0,0.71,0.0,0.0,0.0,1.95,0.62,0.0,0.16,0.75,0.0,0.0,0.32,0.04,0.0,0.78,1.16,1,01-16-pn9251
0,0.82,1.82,0.0,1.36,0.0,0.0,0.0,0.0,0.82,0.41,0.0,0.0,0.0,0.0,2.15,0.79,0.0,1,01-24-pn2111
0,0.91,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.39,0.07,0.0,0.21,0.0,1.13,0.6,3,03-23-pn3382
0,0.96,1.9,0.0,0.68,0.0,0.74,0.0,0.0,0.81,0.67,0.0,0.0,0.9,0.32,0.06,0.0,0.77,2,02-08-pn3533
0,0.14,0.0,0.84,0.18,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.47,0.06,1.54,0.54,0.3,4,04-14-pn1699
0,1.81,2.89,0.0,0.5,0.0,0.29,0.0,0.0,0.2,0.82,2.3,2.37,0.3,0.0,0.08,0.0,1.41,2,02-15-pn7986
0,0.0,0.0,0.67,0.0,0.0,0.22,0.46,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.3,1.27,0.5,1,01-03-pn4115
0,0.33,0.21,0.03,0.0,0.0,0.54,0.0,0.0,0.01,0.0,0.22,0.0,0.28,0.23,0.73,0.76,0.05,1,01-14-pn8779
0,0.0,0.0,0.8,0.0,0.0,1.56,0.94,0.0,0.0,0.0,0.3,0.26,0.0,0.0,0.0,1.06,0.67,8,08-09-pn656
0,0.0,0.28,0.0,0.45,0.0,0.0,0.56,0.41,0.0,0.0,0.94,0.2,0.33,0.0,0.0,0.98,0.11,6,06-13-pn1925
0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,1.77,2.5,1.41,0.47,0.0,0.97,0.64,4,04-15-pn8288
0,0.0,0.0,1.59,0.0,0.0,1.03,0.0,0.1,0.0,0.71,0.17,0.0,0.58,0.0,0.0,0.69,0.67,4,04-01-pn3058
0,1.12,1.44,0.32,0.0,1.67,2.52,0.57,1.95,1.83,1.12,0.0,0.3,0.0,0.0,3.54,2.18,0.25,3,03-21-pn2699
0,1.78,1.2,1.17,0.12,0.0,0.93,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.29,0.08,1.28,2,02-17-pn3700
0,0.17,0.0,0.0,0.22,0.0,0.47,0.0,0.0,0.0,0.14,0.0,0.0,0.94,0.14,0.02,0.2,0.34,2,02-14-pn2683
0,0.16,1.38,0.0,1.16,0.0,0.0,0.2,0.69,0.2,0.0,0.37,0.0,0.0,0.0,1.46,1.62,0.17,6,06-13-pn4218
0,0.0,0.0,0.0,0.0,0.02,0.24,0.76,0.29,0.05,0.46,0.0,0.0,0.0,0.0,1.14,0.85,0.49,1,01-07-pn1733
0,0.0,0.0,0.0,0.56,0.06,0.67,0.66,0.01,0.0,0.0,0.94,0.0,0.0,0.0,1.69,1.28,0.0,5,05-19-pn6975
0,0.0,0.0,0.19,0.59,0.0,0.0,0.34,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.2,0.0,0.49,6,06-22-pn6615
0,0.0,0.0,1.12,0.0,0.95,2.56,1.42,2.73,0.82,1.02,0.0,0.0,0.0,0.04,3.37,1.72,0.0,5,05-07-pn1293
0,0.29,0.0,1.41,0.0,0.0,0.0,0.0,0.25,0.0,0.33,0.64,0.2,0.56,0.0,0.0,0.4,0.04,6,06-16-pn7897
0,1.75,1.86,0.66,0.65,0.15,2.24,0.5,1.14,0.17,0.0,0.43,0.0,0.0,0.0,1.96,1.74,1.87,5,05-08-pn904
0,1.16,0.0,1.89,0.0,1.24,1.71,0.81,0.72,1.92,2.81,1.02,1.41,1.84,0.0,1.42,1.19,3.66,7,07-18-pn848
0,0.28,0.0,0.61,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.89,0.82,0.0,6,06-14-pn3685
0,0.84,0.98,0.0,0.48,0.0,0.47,0.0,0.05,1.36,0.56,0.0,0.0,0.61,0.04,2.94,2.4,0.27,2,02-24-pn2179
0,0.14,0.56,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.12,0.0,0.2,0.0,1.08,0.38,1,01-23-pn8397
0,0.0,0.31,0.0,0.41,0.37,0.0,0.5,0.0,0.78,0.56,0.29,0.16,0.0,0.37,0.11,1.09,0.62,2,02-11-pn2555
0,0.0,0.0,0.0,0.0,0.62,1.23,1.68,1.96,0.29,0.09,1.18,0.38,0.46,0.0,0.91,0.18,0.37,7,07-13-pn3159
0,1.12,0.0,1.33,1.11,0.0,0.0,0.0,0.17,0.0,0.0,0.93,0.2,1.26,0.0,2.75,1.36,0.0,4,04-06-pn2433
0,0.44,0.09,0.0,0.86,2.78,3.14,1.08,3.01,2.81,2.16,0.0,0.0,0.0,0.26,3.47,1.07,0.97,3,03-05-pn4292
0,1.03,0.31,2.18,0.1,0.0,0.39,0.0,0.68,0.5,0.0,0.0,0.0,0.0,0.0,2.91,2.38,0.21,6,06-02-pn6392
0,1.7,1.96,0.0,0.0,0.75,1.56,0.0,1.07,2.27,0.96,0.02,0.0,0.0,0.0,2.62,0.75,0.33,2,02-21-pn4591
0,0.0,0.0,1.56,0.0,0.1,1.26,0.12,0.2,0.0,0.42,0.0,0.0,1.02,0.0,2.5,2.42,1.8,5,05-01-pn6576
0,2.03,2.45,0.0,0.0,0.0,0.33,0.67,0.99,0.55,0.26,0.13,0.0,0.0,0.0,2.24,0.89,0.08,8,08-07-pn9709
0,0.0,0.22,0.36,0.0,0.0,0.97,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.03,0.78,1.89,1.36,4,04-23-pn7738
0,0.56,0.0,1.82,0.0,0.22,1.74,0.6,0.44,0.0,0.86,1.62,0.03,0.65,0.0,0.89,1.49,0.75,7,07-15-pn7826
0,0.0,0.51,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.34,0.0,0.0,0.0,1.3,0.0,8,08-23-pn8059
0,0.3,0.0,2.54,0.0,0.66,2.41,0.17,0.4,0.0,0.41,0.29,0.03,0.0,0.0,1.45,1.89,0.5,5,05-21-pn3248
0,0.21,1.06,0.0,1.7,0.0,0.0,0.21,0.86,0.0,0.12,1.5,0.85,0.0,0.0,0.0,1.11,0.0,6,06-11-pn1069
0,0.97,0.66,1.33,0.0,0.0,1.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.14,2,02-17-pn3401
1,0.72,0.0,0.0,0.31,1.88,0.0,0.38,1.29,0.97,0.0,1.48,0.88,0.0,0.0,0.5,1.39,0.14,2,02-17-pn3401
0,1.24,1.15,1.56,1.78,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,1.62,0.0,6,06-09-pn3599
0,0.0,0.31,0.04,0.29,0.0,0.01,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,1.54,1.3,0.0,1,01-02-pn6606
0,0.0,0.31,0.0,0.13,1.16,1.65,1.68,2.01,1.2,1.09,0.86,0.0,1.62,0.0,2.87,0.61,0.0,5,05-16-pn7249
0,0.11,0.0,0.22,0.18,0.0,0.52,0.41,0.0,0.35,0.24,0.81,1.41,1.0,0.49,0.75,1.33,0.41,2,02-06-pn6516
0,0.0,0.0,1.69,0.31,1.3,2.77,2.05,1.88,0.04,1.43,1.08,0.87,1.31,0.14,2.14,1.56,1.2,7,07-04-pn1907
0,1.88,1.55,0.17,2.02,0.34,0.0,0.51,1.9,2.56,1.92,0.06,0.0,0.08,0.0,3.47,0.47,0.0,8,08-18-pn4825
0,0.0,0.28,0.18,0.0,0.0,0.0,0.24,0.39,0.1,0.0,0.0,0.0,0.27,0.0,2.31,1.99,0.13,1,01-02-pn3448
0,2.6,3.82,0.0,1.88,0.39,0.37,0.0,1.04,1.86,1.3,0.43,0.0,2.53,0.0,2.9,1.1,0.23,3,03-24-pn4147
0,1.58,0.0,1.71,0.0,1.25,3.54,2.1,1.37,0.17,0.15,0.3,0.0,2.13,0.0,2.49,1.88,1.55,4,04-03-pn7841
0,0.11,0.0,1.73,0.0,1.7,1.19,0.01,2.52,1.34,1.76,0.96,0.09,3.2,0.0,5.0,2.49,0.07,4,04-06-pn3358
0,1.39,3.16,0.0,0.0,0.0,1.02,0.15,0.0,0.0,0.07,0.33,0.0,0.82,0.47,1.6,1.02,2.78,1,01-04-pn2230
0,0.0,0.0,0.26,0.0,3.18,2.63,0.99,2.73,3.69,1.55,0.0,0.0,0.86,0.0,3.83,1.34,1.05,3,03-18-pn7452
0,1.2,1.56,0.07,2.47,0.0,0.0,0.0,0.11,0.01,0.0,0.91,0.0,0.0,0.0,0.8,1.5,0.0,6,06-11-pn7541
0,1.45,0.55,0.27,0.05,0.0,0.0,0.0,0.58,0.36,0.0,0.97,0.0,0.23,0.0,0.63,0.7,0.76,4,04-17-pn9389
0,0.32,0.0,0.84,0.53,0.0,0.25,0.0,0.07,0.0,0.0,0.44,0.0,0.46,0.0,3.34,1.09,0.21,1,01-06-pn6712
0,0.22,0.44,0.0,0.0,1.78,3.09,1.31,1.23,2.5,1.02,0.0,0.0,0.8,0.25,3.28,0.7,0.07,2,02-04-pn5230
0,0.02,0.13,0.13,0.94,0.0,0.76,0.84,0.82,0.5,0.0,0.7,0.24,0.47,0.0,1.06,0.28,0.0,8,08-22-pn1299
0,0.0,0.0,2.21,0.0,2.51,4.01,3.4,2.18,1.33,2.24,0.61,0.1,0.0,0.15,3.21,2.43,0.97,7,07-19-pn8242
0,2.47,0.0,2.38,0.65,0.0,2.73,0.23,0.8,0.3,0.05,0.08,0.0,0.32,0.0,2.72,3.23,0.0,4,04-12-pn7788
0,0.0,0.0,1.48,0.0,0.0,0.44,0.83,0.0,0.0,0.0,0.24,0.09,0.46,0.0,0.0,0.02,2.25,4,04-03-pn1646
0,0.93,0.0,3.31,0.0,1.55,2.09,1.79,1.4,0.78,1.61,1.14,0.3,1.37,0.0,2.09,1.4,3.43,4,04-18-pn9681
0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.82,1,01-17-pn6189
0,0.57,0.0,1.45,1.0,0.37,0.0,0.0,0.66,0.82,0.32,1.19,0.0,2.19,0.0,4.46,1.23,0.0,6,06-06-pn8115
0,2.66,3.63,0.0,1.22,0.49,1.41,0.06,1.2,0.97,0.54,0.6,0.0,0.35,0.29,2.11,0.95,1.46,3,03-05-pn6774
0,0.66,1.64,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.34,0.06,0.0,0.0,0.0,0.0,0.92,0.08,2,02-21-pn1910
